170	168
170	165
170	162
171	159
171	156
172	154
174	152
175	149
177	147
179	145
180	143
182	141
185	139
187	138
191	138
194	138
197	137
201	138
204	138
207	138
210	138
214	139
218	139
222	139
225	140
228	141
231	142
234	143
236	144
239	145
241	148
243	150
245	153
248	156
249	159
250	162
251	164
251	166
251	168
