250	23
262	23
275	23
287	23
299	23
311	23
322	23
332	23
342	23
352	23
362	23
372	23
382	24
393	25
406	28
418	30
428	33
439	36
450	38
462	40
474	40
488	39
498	37
507	35
517	32
526	29
534	27
543	24
554	23
564	23
576	23
586	23
597	23
607	23
618	23
628	23
639	23
649	23
661	23
673	23
686	23
695	23
704	23
706	23
